Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-31 00:00:00+05:30,11.210000038146973,12.119999885559082,11.210000038146973,11.539999961853027,0,0.0,0.0
2025-08-01 00:00:00+05:30,11.539999961853027,12.109999656677246,11.399999618530273,11.979999542236328,0,0.0,0.0
2025-08-04 00:00:00+05:30,11.979999542236328,12.630000114440918,11.800000190734863,11.970000267028809,0,0.0,0.0
2025-08-05 00:00:00+05:30,11.970000267028809,12.180000305175781,11.640000343322754,11.710000038146973,0,0.0,0.0
2025-08-06 00:00:00+05:30,11.710000038146973,12.050000190734863,10.65999984741211,11.960000038146973,0,0.0,0.0
2025-08-07 00:00:00+05:30,11.960000038146973,12.3100004196167,11.5600004196167,11.6899995803833,0,0.0,0.0
2025-08-08 00:00:00+05:30,11.6899995803833,12.199999809265137,10.899999618530273,12.029999732971191,0,0.0,0.0
2025-08-11 00:00:00+05:30,12.029999732971191,12.729999542236328,12.029999732971191,12.220000267028809,0,0.0,0.0
2025-08-12 00:00:00+05:30,12.220000267028809,12.420000076293945,11.600000381469727,12.229999542236328,0,0.0,0.0
2025-08-13 00:00:00+05:30,12.229999542236328,12.350000381469727,10.779999732971191,12.140000343322754,0,0.0,0.0
2025-08-14 00:00:00+05:30,12.140000343322754,12.470000267028809,11.470000267028809,12.359999656677246,0,0.0,0.0
2025-08-18 00:00:00+05:30,12.359999656677246,13.470000267028809,11.75,12.34000015258789,0,0.0,0.0
2025-08-19 00:00:00+05:30,12.34000015258789,12.34000015258789,11.760000228881836,11.789999961853027,0,0.0,0.0
2025-08-20 00:00:00+05:30,11.789999961853027,11.989999771118164,10.1899995803833,11.789999961853027,0,0.0,0.0
2025-08-21 00:00:00+05:30,11.789999961853027,11.890000343322754,10.09000015258789,11.369999885559082,0,0.0,0.0
2025-08-22 00:00:00+05:30,11.369999885559082,11.789999961853027,10.699999809265137,11.729999542236328,0,0.0,0.0
2025-08-25 00:00:00+05:30,11.729999542236328,12.350000381469727,11.550000190734863,11.760000228881836,0,0.0,0.0
2025-08-26 00:00:00+05:30,11.760000228881836,12.550000190734863,10.930000305175781,12.1899995803833,0,0.0,0.0
2025-08-28 00:00:00+05:30,12.1899995803833,13.149999618530273,11.579999923706055,12.180000305175781,0,0.0,0.0
2025-08-29 00:00:00+05:30,12.180000305175781,12.199999809265137,11.59000015258789,11.75,0,0.0,0.0
2025-09-01 00:00:00+05:30,11.75,12.199999809265137,11.239999771118164,11.289999961853027,0,0.0,0.0
2025-09-02 00:00:00+05:30,11.289999961853027,11.779999732971191,10.779999732971191,11.399999618530273,0,0.0,0.0
2025-09-03 00:00:00+05:30,11.399999618530273,11.579999923706055,10.850000381469727,10.930000305175781,0,0.0,0.0
2025-09-04 00:00:00+05:30,10.930000305175781,11.239999771118164,10.489999771118164,10.850000381469727,0,0.0,0.0
2025-09-05 00:00:00+05:30,10.850000381469727,11.4399995803833,9.949999809265137,10.779999732971191,0,0.0,0.0
2025-09-08 00:00:00+05:30,10.779999732971191,11.079999923706055,10.420000076293945,10.84000015258789,0,0.0,0.0
2025-09-09 00:00:00+05:30,10.84000015258789,11.449999809265137,9.850000381469727,10.6899995803833,0,0.0,0.0
2025-09-10 00:00:00+05:30,10.6899995803833,10.84000015258789,10.25,10.539999961853027,0,0.0,0.0
2025-09-11 00:00:00+05:30,10.539999961853027,10.779999732971191,10.180000305175781,10.359999656677246,0,0.0,0.0
2025-09-12 00:00:00+05:30,10.359999656677246,10.359999656677246,9.850000381469727,10.119999885559082,0,0.0,0.0
2025-09-15 00:00:00+05:30,10.119999885559082,10.680000305175781,9.899999618530273,10.399999618530273,0,0.0,0.0
2025-09-16 00:00:00+05:30,10.399999618530273,10.5,9.760000228881836,10.270000457763672,0,0.0,0.0
2025-09-17 00:00:00+05:30,10.270000457763672,10.359999656677246,9.619999885559082,10.25,0,0.0,0.0
2025-09-18 00:00:00+05:30,10.25,10.25,9.489999771118164,9.890000343322754,0,0.0,0.0
2025-09-19 00:00:00+05:30,9.890000343322754,10.260000228881836,9.399999618530273,9.970000267028809,0,0.0,0.0
2025-09-22 00:00:00+05:30,9.970000267028809,10.729999542236328,9.970000267028809,10.5600004196167,0,0.0,0.0
2025-09-23 00:00:00+05:30,10.5600004196167,10.899999618530273,9.960000038146973,10.630000114440918,0,0.0,0.0
2025-09-24 00:00:00+05:30,10.630000114440918,10.890000343322754,10.109999656677246,10.520000457763672,0,0.0,0.0
2025-09-25 00:00:00+05:30,10.520000457763672,10.899999618530273,10.289999961853027,10.779999732971191,0,0.0,0.0
2025-09-26 00:00:00+05:30,10.779999732971191,11.680000305175781,10.170000076293945,11.430000305175781,0,0.0,0.0
